SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00000267395,13,10,20,8,23,24,11,21
ENSG00000267396,0,0,0,0,0,0,0,0
ENSG00000267397,0,3,1,7,2,7,5,4
ENSG00000267398,0,0,0,0,0,0,0,0
ENSG00000267399,0,0,0,0,0,0,1,0
ENSG00000267400,0,0,0,0,0,0,0,0
ENSG00000267401,0,0,0,0,0,0,0,0
ENSG00000267402,0,0,0,1,0,0,0,0
ENSG00000267404,1,0,1,0,1,0,4,3
ENSG00000267405,0,0,1,0,1,7,0,0
ENSG00000267406,0,0,0,0,0,0,0,0
ENSG00000267407,0,0,0,0,0,0,0,0
ENSG00000267408,0,0,0,0,0,1,0,0
ENSG00000267409,0,0,0,0,0,0,0,0
ENSG00000267412,0,1,0,0,0,0,0,0
ENSG00000267413,1,0,0,0,0,0,0,0
ENSG00000267414,71,50,155,64,60,70,90,52
ENSG00000267415,0,0,0,0,0,0,0,0
ENSG00000267416,3,3,2,2,1,3,0,3
ENSG00000267417,1,0,2,1,1,0,1,0
ENSG00000267418,0,0,1,0,0,0,0,0
ENSG00000267419,9,9,17,7,21,10,8,6
ENSG00000267420,0,0,0,0,0,1,0,0
ENSG00000267421,2,2,3,4,6,1,2,2
ENSG00000267422,17,24,40,13,42,52,23,26
ENSG00000267423,0,0,0,0,0,0,0,0
ENSG00000267424,0,0,1,0,0,1,0,0
ENSG00000267425,0,0,0,0,0,0,0,0
ENSG00000267426,1,1,0,0,0,1,0,0
ENSG00000267427,880,929,885,526,847,1546,647,875
ENSG00000267428,0,0,0,0,0,0,0,0
ENSG00000267429,1,0,1,0,0,0,0,0
ENSG00000267430,0,1,0,1,1,1,1,0
ENSG00000267431,0,0,0,0,0,0,0,0
ENSG00000267432,1,0,1,0,0,0,0,0
ENSG00000267433,0,0,0,0,0,0,0,0
ENSG00000267434,0,0,0,0,0,0,0,0
ENSG00000267436,0,0,0,0,0,0,0,0
ENSG00000267437,0,0,0,0,1,0,0,0
ENSG00000267438,0,0,0,0,0,0,0,0
ENSG00000267439,9,7,10,5,6,11,9,3
ENSG00000267440,0,0,0,0,0,0,0,1
ENSG00000267441,0,0,0,0,0,0,0,0
ENSG00000267443,0,0,0,0,0,0,0,0
ENSG00000267444,0,0,0,0,0,0,0,0
ENSG00000267445,0,0,0,0,0,0,0,0
ENSG00000267446,0,0,0,0,0,0,0,0
ENSG00000267447,0,0,0,0,0,0,0,0
ENSG00000267448,0,0,0,0,0,0,0,0
ENSG00000267449,0,0,0,0,0,0,0,0
ENSG00000267450,0,0,0,0,0,0,0,0
ENSG00000267451,0,0,0,0,0,0,0,0
ENSG00000267452,0,0,0,0,0,0,0,0
ENSG00000267453,0,1,0,0,0,0,0,0
ENSG00000267454,45,28,78,23,59,61,35,35
ENSG00000267455,0,0,0,0,0,0,0,0
ENSG00000267456,0,0,0,0,1,0,0,0
ENSG00000267457,0,1,0,1,2,1,3,1
ENSG00000267458,0,0,0,0,0,0,0,0
ENSG00000267459,0,0,0,0,0,0,0,0
ENSG00000267460,0,0,0,0,0,0,0,0
ENSG00000267461,1,0,2,0,1,1,0,1
ENSG00000267462,0,0,0,0,0,0,0,0
ENSG00000267463,0,0,0,0,0,0,0,0
ENSG00000267464,0,0,0,0,0,0,0,0
ENSG00000267465,0,0,0,0,0,0,0,0
ENSG00000267466,0,0,0,0,0,0,0,0
ENSG00000267467,0,0,0,0,0,0,0,0
ENSG00000267468,0,0,0,0,0,0,0,0
ENSG00000267469,0,0,0,0,0,0,0,0
ENSG00000267470,5,6,13,11,26,29,9,14
ENSG00000267471,0,0,0,0,0,0,0,0
ENSG00000267472,0,2,0,0,0,0,0,0
ENSG00000267473,12,8,30,23,37,55,17,24
ENSG00000267474,7,1,4,2,4,5,1,2
ENSG00000267475,5,7,7,4,16,12,8,8
ENSG00000267476,0,1,1,0,0,1,0,0
ENSG00000267477,0,0,0,0,0,0,0,0
ENSG00000267478,0,0,0,0,0,0,0,0
ENSG00000267479,0,0,0,0,0,0,0,0
ENSG00000267480,9,19,11,45,12,49,2,38
ENSG00000267481,7,11,15,5,21,31,13,9
ENSG00000267482,0,0,0,0,0,0,0,0
ENSG00000267483,0,0,0,0,0,0,0,0
ENSG00000267484,0,0,0,0,0,0,0,0
ENSG00000267485,0,0,0,0,0,0,0,0
ENSG00000267486,0,0,0,0,0,1,0,2
ENSG00000267487,0,0,0,0,0,0,0,0
ENSG00000267488,0,0,0,0,0,0,0,0
ENSG00000267489,1,0,0,0,0,0,0,0
ENSG00000267490,0,0,0,0,0,0,0,0
ENSG00000267491,4,3,3,0,1,3,0,0
ENSG00000267492,0,0,0,0,0,0,0,0
ENSG00000267493,9,13,17,3,15,21,11,9
ENSG00000267494,0,0,0,0,0,0,0,0
ENSG00000267496,0,0,0,0,0,0,0,0
ENSG00000267497,0,1,1,0,0,0,0,0
ENSG00000267498,1,0,2,4,1,2,3,1
ENSG00000267499,0,0,0,0,0,0,0,0
ENSG00000267500,1,1,5,1,0,3,1,0
ENSG00000267501,1,0,2,1,0,0,0,1
ENSG00000267502,0,0,0,0,0,0,0,0
ENSG00000267503,0,0,0,0,0,0,0,0
ENSG00000267504,0,0,1,0,0,0,2,0
ENSG00000267505,0,0,0,1,1,1,2,0
ENSG00000267506,0,0,0,0,4,0,1,0
ENSG00000267507,0,2,2,2,2,0,1,2
ENSG00000267508,94,52,140,74,121,121,101,96
ENSG00000267509,0,1,1,0,0,0,0,1
ENSG00000267510,5,9,7,10,12,12,6,7
ENSG00000267511,0,0,0,0,0,0,0,0
ENSG00000267512,0,0,0,0,0,0,0,0
ENSG00000267513,0,0,0,0,0,0,0,0
ENSG00000267514,0,0,0,0,0,0,0,0
ENSG00000267515,0,0,1,0,2,0,4,0
ENSG00000267516,0,0,0,0,0,0,0,0
ENSG00000267517,0,0,0,0,0,0,0,0
ENSG00000267518,0,0,0,0,1,0,0,0
ENSG00000267519,145,144,145,82,130,171,92,110
ENSG00000267520,0,0,0,0,0,0,0,0
ENSG00000267521,0,0,0,0,0,0,0,0
ENSG00000267522,0,0,0,0,0,0,0,0
ENSG00000267523,18,23,23,14,27,19,17,13
ENSG00000267524,0,0,0,0,0,0,0,0
ENSG00000267525,0,0,0,0,0,0,0,0
ENSG00000267526,1,1,0,0,0,0,0,0
ENSG00000267528,10,1,44,7,49,15,28,5
ENSG00000267529,0,0,0,0,0,0,0,0
ENSG00000267530,5,6,6,4,4,3,3,5
ENSG00000267531,0,0,0,0,0,0,0,0
ENSG00000267532,1,1,1,0,1,0,2,0
ENSG00000267533,5,2,7,1,5,2,13,1
ENSG00000267534,483,505,501,264,503,599,428,542
ENSG00000267535,0,0,0,0,0,0,0,0
ENSG00000267536,0,0,0,0,0,0,0,0
ENSG00000267537,0,0,0,0,0,0,0,0
ENSG00000267539,2,2,1,0,2,0,0,0
ENSG00000267540,0,0,0,0,0,0,0,0
ENSG00000267541,10,7,13,13,18,24,8,6
ENSG00000267542,0,0,0,0,0,0,0,0
ENSG00000267543,4,9,7,3,13,5,6,6
ENSG00000267544,26,22,11,18,7,19,16,16
ENSG00000267545,0,0,0,0,0,0,0,0
ENSG00000267546,4,1,8,3,6,5,7,5
ENSG00000267547,9,35,46,23,21,35,10,32
ENSG00000267549,2,2,2,1,0,3,2,1
ENSG00000267550,0,0,1,0,1,0,0,0
ENSG00000267551,0,0,0,0,1,2,0,0
ENSG00000267552,0,0,1,0,2,0,0,0
ENSG00000267554,2,0,2,1,0,1,0,0
ENSG00000267555,0,0,0,0,0,0,0,0
ENSG00000267556,0,0,0,0,0,0,0,0
ENSG00000267557,0,0,0,0,0,0,0,0
ENSG00000267558,0,0,0,0,0,0,0,0
ENSG00000267559,0,0,0,4,0,0,0,1
ENSG00000267560,4,3,3,2,1,3,3,0
ENSG00000267561,0,0,0,0,0,0,0,0
ENSG00000267562,0,1,0,0,0,0,1,0
ENSG00000267563,0,0,0,0,0,0,0,0
ENSG00000267564,0,0,0,0,0,0,0,0
ENSG00000267565,5,3,9,2,9,7,3,4
ENSG00000267566,0,0,0,0,0,0,0,0
ENSG00000267567,1,0,0,0,1,1,0,1
ENSG00000267568,0,0,0,0,0,0,0,0
ENSG00000267570,0,3,1,0,1,5,3,1
ENSG00000267571,6,6,3,3,3,3,5,3
ENSG00000267572,0,0,0,0,0,0,0,0
ENSG00000267573,0,0,0,0,0,0,0,0
ENSG00000267574,0,0,0,0,0,0,0,0
ENSG00000267575,64,48,45,16,52,40,43,43
ENSG00000267576,0,0,0,0,0,0,0,0
ENSG00000267577,5,5,3,3,3,5,5,3
ENSG00000267578,0,0,0,0,0,0,0,0
ENSG00000267579,0,0,0,0,0,0,0,0
ENSG00000267580,0,0,0,0,0,0,0,0
ENSG00000267581,4,1,1,1,2,0,1,1
ENSG00000267582,0,0,0,0,1,0,0,0
ENSG00000267583,0,1,0,0,0,0,0,0
ENSG00000267584,0,0,0,0,0,0,0,0
ENSG00000267585,0,0,0,0,0,0,0,0
ENSG00000267586,1,0,1,2,1,2,2,0
ENSG00000267587,1,0,0,0,0,1,0,0
ENSG00000267588,7,1,7,4,4,2,5,1
ENSG00000267589,0,0,0,0,0,1,0,0
ENSG00000267590,0,0,0,0,3,2,1,1
ENSG00000267591,0,0,0,0,0,0,0,0
ENSG00000267592,0,0,2,0,1,2,0,0
ENSG00000267593,0,0,0,0,0,0,0,0
ENSG00000267594,1,0,0,0,0,0,0,0
ENSG00000267595,3,3,2,5,4,6,5,6
ENSG00000267596,0,0,0,0,0,0,0,0
ENSG00000267597,0,0,0,0,0,0,0,0
ENSG00000267598,0,0,0,0,0,0,0,0
ENSG00000267599,0,0,0,0,0,0,0,0
ENSG00000267600,9,3,14,10,1,7,9,2
ENSG00000267601,0,0,0,0,0,0,0,0
ENSG00000267602,0,0,0,0,0,0,0,0
ENSG00000267603,0,0,1,0,0,0,1,0
ENSG00000267604,0,0,0,0,0,0,0,0
ENSG00000267605,13,6,36,26,9,5,6,7
ENSG00000267606,0,1,1,0,1,0,0,0
ENSG00000267607,1,0,0,0,0,1,0,1
ENSG00000267608,0,0,0,0,0,0,0,0
ENSG00000267609,0,0,0,0,0,0,0,0
ENSG00000267610,2,1,1,0,0,3,0,0
ENSG00000267611,0,0,0,0,0,0,0,0
ENSG00000267612,1,1,2,0,2,1,1,1
ENSG00000267613,0,1,0,0,0,0,0,1
ENSG00000267614,0,0,0,0,0,0,0,0
ENSG00000267615,0,0,0,0,0,0,0,0
ENSG00000267616,0,0,0,0,0,0,0,0
ENSG00000267617,0,0,0,0,0,0,0,0
ENSG00000267618,0,0,0,0,0,0,0,0
ENSG00000267619,0,0,0,0,0,0,0,0
ENSG00000267620,0,0,1,1,1,3,0,0
ENSG00000267622,0,0,0,0,0,0,0,0
ENSG00000267623,0,0,0,0,0,0,0,0
ENSG00000267624,0,0,0,0,0,0,0,0
ENSG00000267625,0,0,0,0,0,0,0,0
ENSG00000267626,0,0,0,0,0,0,0,0
ENSG00000267627,0,0,0,0,0,0,0,0
ENSG00000267628,0,0,0,0,0,0,0,0
ENSG00000267629,0,0,0,0,0,0,0,0
ENSG00000267630,0,0,0,0,0,0,0,0
ENSG00000267631,1,0,0,0,0,0,2,0
ENSG00000267632,6,6,7,9,20,12,13,9
ENSG00000267633,0,0,0,0,0,0,0,0
ENSG00000267634,0,0,0,0,0,0,0,0
ENSG00000267635,0,0,0,0,0,0,0,0
ENSG00000267636,1,0,1,0,0,0,0,0
ENSG00000267637,0,0,0,0,0,0,0,0
ENSG00000267638,1,0,1,0,2,0,0,2
ENSG00000267639,12,6,17,6,13,16,6,4
ENSG00000267640,4,0,2,0,14,5,2,0
ENSG00000267641,1,0,0,1,1,0,0,0
ENSG00000267642,0,0,0,0,0,0,0,0
ENSG00000267643,0,0,0,0,0,0,0,0
ENSG00000267644,0,0,0,0,0,0,0,0
ENSG00000267645,0,0,1,0,0,0,0,0
ENSG00000267646,0,1,1,0,0,1,2,2
ENSG00000267647,0,0,0,0,0,0,0,0
ENSG00000267648,6,7,10,9,3,17,1,4
ENSG00000267649,3,1,3,0,4,4,3,3
ENSG00000267650,0,1,0,0,0,2,0,0
ENSG00000267651,0,1,1,0,1,0,1,2
ENSG00000267652,0,0,0,0,0,0,0,0
ENSG00000267653,1,3,0,5,0,5,0,1
ENSG00000267654,0,0,0,0,1,0,0,0
ENSG00000267655,6,5,3,7,7,7,3,3
ENSG00000267656,1,0,0,0,0,0,1,0
ENSG00000267657,0,0,0,0,0,0,0,0
ENSG00000267658,2,1,1,0,0,1,2,0
ENSG00000267659,0,1,2,1,0,2,0,2
ENSG00000267660,0,0,0,0,0,0,0,0
ENSG00000267661,0,0,0,0,0,1,0,0
ENSG00000267662,10,3,7,2,6,12,5,5
ENSG00000267663,0,0,0,0,0,0,0,0
ENSG00000267664,0,0,0,0,0,0,0,0
ENSG00000267665,0,0,0,0,0,0,1,0
ENSG00000267666,2,4,1,1,4,2,6,2
ENSG00000267667,0,3,2,0,8,3,2,2
ENSG00000267668,1,1,0,1,2,1,2,1
ENSG00000267669,43,128,63,99,39,107,47,131
ENSG00000267670,0,0,0,0,0,0,0,0
ENSG00000267671,0,1,0,1,0,1,0,0
ENSG00000267672,0,0,1,1,0,0,1,0
ENSG00000267673,2,0,1,0,0,1,1,0
ENSG00000267674,0,0,0,0,0,0,0,0
ENSG00000267675,0,0,0,0,0,0,0,0
ENSG00000267676,4,1,1,2,2,1,1,0
ENSG00000267677,2,0,3,1,1,1,0,4
ENSG00000267678,0,0,0,0,0,0,0,0
ENSG00000267679,2,4,6,3,6,6,1,1
ENSG00000267680,54,47,62,31,44,60,55,55
ENSG00000267681,2,5,5,4,1,2,6,3
ENSG00000267682,4,5,5,0,6,3,7,6
ENSG00000267683,12,2,10,2,12,2,10,1
ENSG00000267684,0,0,0,0,0,0,0,0
ENSG00000267685,0,0,0,0,0,0,0,0
ENSG00000267686,4,9,7,12,12,18,7,16
ENSG00000267687,0,0,0,0,0,0,0,0
ENSG00000267688,0,0,0,0,0,0,0,0
ENSG00000267689,0,0,1,0,0,1,0,0
ENSG00000267690,0,0,0,0,0,0,0,0
ENSG00000267691,0,3,3,0,3,4,3,1
ENSG00000267692,0,3,0,0,1,0,1,0
ENSG00000267693,0,0,0,0,0,1,1,0
ENSG00000267694,0,0,0,0,0,0,0,0
ENSG00000267695,0,0,0,0,0,0,0,0
ENSG00000267696,16,8,14,4,8,11,11,10
ENSG00000267697,0,0,0,0,0,0,0,0
ENSG00000267698,0,0,0,0,1,0,1,0
ENSG00000267699,0,0,0,0,0,0,0,0
ENSG00000267700,0,0,0,0,0,0,0,0
ENSG00000267701,0,0,1,0,0,0,0,0
ENSG00000267702,1,0,0,0,0,0,0,0
ENSG00000267703,0,0,0,0,0,0,0,0
ENSG00000267704,0,0,0,0,0,0,0,0
ENSG00000267705,0,0,0,0,0,0,0,0
ENSG00000267706,0,0,0,0,0,0,0,0
ENSG00000267707,0,1,0,0,1,0,1,0
ENSG00000267708,1,0,1,1,0,1,3,0
ENSG00000267709,1,0,0,0,0,1,0,0
ENSG00000267710,4,2,5,0,4,9,9,2
ENSG00000267711,1,4,3,6,3,5,3,2
ENSG00000267712,0,0,0,0,0,0,0,0
ENSG00000267713,0,0,0,0,0,0,0,0
ENSG00000267714,0,0,0,0,0,0,0,0
ENSG00000267715,2,2,3,0,4,5,3,1
ENSG00000267716,0,0,0,0,0,0,0,0
ENSG00000267717,0,1,0,0,0,0,0,0
ENSG00000267718,0,0,0,0,0,0,0,0
ENSG00000267719,0,0,0,0,0,0,0,0
ENSG00000267721,0,0,0,0,0,0,0,0
ENSG00000267722,0,0,0,0,0,0,0,0
ENSG00000267723,0,0,0,0,0,0,0,0
ENSG00000267724,4,12,5,3,5,7,3,3
ENSG00000267725,0,0,0,0,0,0,0,0
ENSG00000267726,0,0,0,0,0,0,0,0
ENSG00000267727,0,0,0,0,0,0,0,0
ENSG00000267728,0,0,0,0,0,0,0,0
ENSG00000267729,1,0,0,1,0,0,0,1
ENSG00000267730,1,1,1,2,2,2,0,1
ENSG00000267731,6,2,4,1,4,0,4,2
ENSG00000267732,0,0,0,0,0,0,0,0
ENSG00000267733,0,0,0,0,0,0,0,0
ENSG00000267734,0,0,0,0,0,0,0,0
ENSG00000267735,0,0,0,0,0,0,0,0
ENSG00000267736,1,0,1,0,2,0,0,0
ENSG00000267737,7,2,15,6,16,6,7,1
ENSG00000267738,0,0,0,0,0,0,0,0
ENSG00000267739,0,0,0,0,0,0,0,0
ENSG00000267740,0,0,0,0,0,0,0,0
ENSG00000267741,6,5,4,7,21,15,12,13
ENSG00000267742,3,1,3,3,4,8,2,1
ENSG00000267743,0,0,1,0,1,0,0,0
ENSG00000267744,0,0,0,0,0,0,0,0
ENSG00000267745,20,26,35,42,26,68,17,32
ENSG00000267746,0,0,0,0,0,0,0,0
ENSG00000267747,2,2,1,0,0,0,0,0
ENSG00000267748,0,0,0,0,0,0,0,0
ENSG00000267749,1,0,0,0,0,0,0,0
ENSG00000267750,8,5,12,12,18,16,2,2
ENSG00000267751,1,1,0,0,3,2,4,1
ENSG00000267752,0,0,0,0,0,0,0,0
ENSG00000267755,0,0,0,0,0,0,0,0
ENSG00000267756,3,5,3,1,5,1,6,1
ENSG00000267757,0,0,0,0,0,0,0,0
ENSG00000267758,0,1,0,1,0,0,0,0
ENSG00000267759,11,6,14,2,7,11,10,10
ENSG00000267760,0,0,0,0,0,0,0,0
ENSG00000267761,1,1,0,0,1,3,0,1
ENSG00000267762,0,0,0,0,0,0,0,0
ENSG00000267764,0,0,0,0,2,1,0,0
ENSG00000267765,2,0,5,1,5,4,0,1
ENSG00000267766,0,0,0,0,0,0,0,0
ENSG00000267767,0,0,0,0,1,1,0,0
ENSG00000267768,0,0,0,0,0,0,0,0
ENSG00000267769,4,3,6,1,10,3,1,2
ENSG00000267770,0,0,0,0,0,0,0,0
ENSG00000267771,0,0,0,0,0,0,0,0
ENSG00000267772,0,0,0,0,0,0,0,1
ENSG00000267773,0,0,0,0,0,0,0,0
ENSG00000267774,23,17,22,16,22,42,31,42
ENSG00000267775,0,0,0,0,0,0,0,0
ENSG00000267776,4,1,1,0,1,1,1,0
ENSG00000267777,0,2,1,0,0,0,0,0
ENSG00000267778,3,2,3,1,0,6,3,2
ENSG00000267779,0,0,0,0,0,0,0,0
ENSG00000267780,0,0,0,0,0,0,1,0
ENSG00000267781,1,4,0,4,4,2,5,1
ENSG00000267782,0,0,0,0,0,0,0,0
ENSG00000267783,0,0,0,0,0,0,1,0
ENSG00000267784,0,1,0,0,0,0,0,1
ENSG00000267785,0,0,0,0,0,0,0,0
ENSG00000267786,0,1,0,2,3,1,0,0
ENSG00000267787,0,0,0,0,0,0,0,0
ENSG00000267788,0,0,0,0,0,0,0,0
ENSG00000267789,0,0,0,0,0,0,0,0
ENSG00000267790,0,1,0,0,0,1,0,0
ENSG00000267791,0,0,0,0,0,0,0,0
ENSG00000267792,0,0,0,0,0,0,0,0
ENSG00000267793,5,5,5,2,19,6,0,0
ENSG00000267794,0,0,0,0,0,0,0,0
ENSG00000267795,0,0,0,0,0,1,0,0
ENSG00000267796,13,20,21,9,26,37,17,18
ENSG00000267797,0,0,0,0,0,0,0,0
ENSG00000267798,0,0,0,0,0,2,0,1
ENSG00000267799,0,0,1,0,0,0,0,0
ENSG00000267800,1,2,2,0,0,0,3,0
ENSG00000267801,0,7,3,2,2,1,0,1
ENSG00000267802,0,0,0,0,0,0,0,0
ENSG00000267803,0,0,0,0,0,0,0,0
ENSG00000267804,0,0,0,0,0,0,0,0
ENSG00000267805,0,0,0,0,0,0,0,0
ENSG00000267806,0,0,0,0,0,0,0,0
ENSG00000267807,0,0,0,0,0,0,0,0
ENSG00000267808,1,1,0,1,0,0,1,0
ENSG00000267809,105,113,127,94,155,192,89,120
ENSG00000267811,2,0,1,0,1,2,0,1
ENSG00000267812,0,0,0,0,0,0,0,1
ENSG00000267814,0,0,0,0,0,0,0,0
ENSG00000267815,0,0,0,0,0,0,0,0
ENSG00000267816,0,0,0,0,0,0,0,0
ENSG00000267817,0,0,0,0,0,0,0,0
ENSG00000267818,0,0,0,0,0,0,0,0
ENSG00000267819,0,0,0,0,0,0,0,0
ENSG00000267820,0,0,0,0,0,0,0,0
ENSG00000267821,0,0,0,0,0,0,0,0
ENSG00000267822,0,0,0,0,0,0,0,0
ENSG00000267823,0,0,0,0,0,0,0,0
ENSG00000267824,0,0,0,0,0,0,0,0
ENSG00000267825,0,0,0,0,0,0,0,0
ENSG00000267826,0,0,0,0,0,0,0,0
ENSG00000267827,0,0,0,0,0,0,0,0
ENSG00000267828,0,0,0,0,0,0,0,0
ENSG00000267829,0,0,0,0,0,0,0,0
ENSG00000267832,0,0,0,0,0,0,0,0
ENSG00000267833,0,0,0,0,0,0,0,0
ENSG00000267834,4,2,9,3,3,6,4,1
ENSG00000267836,0,0,0,0,0,0,0,0
ENSG00000267838,7,1,1,4,3,5,3,2
ENSG00000267839,0,1,1,0,0,1,0,0
ENSG00000267840,0,0,0,0,0,0,0,0
ENSG00000267841,0,0,0,0,0,0,0,0
ENSG00000267843,0,0,0,0,0,0,0,0
ENSG00000267845,1,0,0,0,1,0,0,0
ENSG00000267846,0,0,0,0,0,0,0,0
ENSG00000267848,6,9,2,3,2,6,3,5
ENSG00000267849,1,0,0,0,0,0,0,1
ENSG00000267851,0,0,0,0,0,0,0,0
ENSG00000267852,1,0,0,0,4,1,1,1
ENSG00000267853,0,0,0,0,0,0,0,0
ENSG00000267854,0,0,0,0,0,0,0,0
ENSG00000267855,5,14,13,8,10,16,8,6
ENSG00000267856,0,0,0,0,0,0,0,0
ENSG00000267857,0,0,1,1,0,4,0,2
ENSG00000267858,39,32,64,23,72,80,51,34
ENSG00000267860,0,0,0,0,0,0,0,0
ENSG00000267862,0,0,0,0,0,0,0,0
ENSG00000267864,0,0,0,0,0,0,0,0
ENSG00000267865,0,0,0,0,0,0,0,0
ENSG00000267866,0,0,0,0,0,0,0,0
ENSG00000267867,0,0,0,0,0,0,0,0
ENSG00000267868,0,0,0,0,0,0,0,0
ENSG00000267871,10,3,5,4,9,7,8,6
ENSG00000267872,0,0,0,0,0,0,0,0
ENSG00000267873,0,0,0,0,0,0,0,0
ENSG00000267874,1,0,0,0,1,1,2,0
ENSG00000267876,0,0,0,0,0,0,0,0
ENSG00000267877,0,0,0,0,0,0,0,0
ENSG00000267878,0,0,0,0,0,0,0,0
ENSG00000267879,0,0,0,0,0,0,0,0
ENSG00000267880,0,0,0,0,0,0,0,0
ENSG00000267881,0,0,0,0,0,0,0,0
ENSG00000267882,0,1,2,0,1,0,0,1
ENSG00000267883,0,0,0,0,0,0,0,0
ENSG00000267884,0,0,0,0,0,0,0,0
ENSG00000267885,0,0,1,3,1,0,0,0
ENSG00000267886,2,2,4,2,0,0,4,3
ENSG00000267887,0,0,0,0,0,0,0,0
ENSG00000267888,0,0,0,0,0,0,0,0
ENSG00000267889,0,0,0,0,2,0,0,0
ENSG00000267890,0,0,0,0,2,1,0,0
ENSG00000267891,0,0,0,0,0,0,0,0
ENSG00000267892,1,0,1,0,0,0,0,0
ENSG00000267893,2,1,3,2,7,5,2,1
ENSG00000267894,0,0,0,0,0,0,0,0
ENSG00000267895,0,0,0,0,0,0,0,0
ENSG00000267896,5,4,2,0,4,6,1,3
ENSG00000267897,0,0,0,0,0,0,0,0
ENSG00000267898,0,1,2,1,0,3,1,0
ENSG00000267899,0,0,0,0,0,0,0,0
ENSG00000267900,0,0,0,0,0,0,0,0
ENSG00000267901,0,0,0,0,0,0,2,0
ENSG00000267902,0,0,0,0,0,0,0,0
ENSG00000267904,37,34,59,19,58,71,32,38
ENSG00000267905,0,0,0,0,0,0,0,0
ENSG00000267906,0,0,0,0,0,1,0,1
ENSG00000267908,0,1,3,1,0,2,0,0
ENSG00000267909,0,2,1,0,2,1,0,0
ENSG00000267910,0,0,0,0,0,0,0,0
ENSG00000267912,0,0,0,0,0,0,0,0
ENSG00000267913,15,5,13,7,10,8,17,6
ENSG00000267915,0,0,0,0,0,0,0,0
ENSG00000267917,0,0,0,0,0,0,0,0
ENSG00000267918,0,0,0,0,0,0,0,0
ENSG00000267919,0,0,0,0,0,2,0,2
ENSG00000267920,0,0,0,0,0,1,0,0
ENSG00000267921,0,0,0,0,0,0,0,0
ENSG00000267922,0,0,0,0,0,0,0,0
ENSG00000267923,0,0,0,0,0,0,0,0
ENSG00000267924,1,0,0,0,0,0,0,0
ENSG00000267925,0,0,0,0,0,0,0,0
ENSG00000267927,0,0,0,0,0,1,0,1
ENSG00000267928,0,0,0,0,0,0,0,0
ENSG00000267929,0,0,0,0,0,0,0,0
ENSG00000267930,0,0,0,0,0,0,0,0
ENSG00000267932,0,0,0,0,0,0,0,0
ENSG00000267933,0,0,0,0,0,0,0,0
ENSG00000267934,5,0,6,3,2,9,2,4
ENSG00000267935,0,0,0,0,0,0,0,0
ENSG00000267936,0,0,0,0,0,0,0,0
ENSG00000267937,0,0,0,0,0,0,0,0
ENSG00000267938,1,0,0,1,0,1,0,0
ENSG00000267939,4,5,8,4,2,4,6,5
ENSG00000267940,6,5,5,3,9,7,2,6
ENSG00000267941,0,0,0,0,4,3,0,0
ENSG00000267942,0,0,0,0,1,0,0,0
ENSG00000267943,1,1,0,0,0,0,1,0
ENSG00000267944,0,0,0,0,0,0,0,0
ENSG00000267945,0,0,0,0,0,0,0,0
ENSG00000267946,0,0,0,0,0,0,0,0
ENSG00000267947,0,0,0,0,0,0,0,0
ENSG00000267949,0,0,0,0,0,0,0,0
ENSG00000267950,0,0,0,0,0,0,0,0
ENSG00000267951,0,0,0,0,0,0,0,0
ENSG00000267952,0,0,0,0,0,0,0,0
ENSG00000267953,0,0,0,0,0,0,0,0
ENSG00000267954,0,0,0,0,0,0,0,0
ENSG00000267955,0,0,0,0,0,0,0,0
ENSG00000267956,0,0,0,0,0,0,0,0
ENSG00000267957,34,29,31,27,21,32,28,35
ENSG00000267958,0,0,0,0,0,0,0,0
ENSG00000267959,0,0,0,0,0,0,0,0
ENSG00000267960,0,0,0,0,0,0,0,0
ENSG00000267961,0,0,0,0,0,0,0,0
ENSG00000267962,0,0,0,0,0,0,0,0
ENSG00000267963,1,0,0,0,0,0,0,0
ENSG00000267964,0,0,0,0,0,0,0,0
ENSG00000267966,0,0,0,0,0,0,0,0
ENSG00000267967,0,0,0,0,0,0,0,0
ENSG00000267968,0,0,0,0,0,0,0,0
ENSG00000267970,0,0,0,0,0,0,0,0
ENSG00000267971,0,0,0,0,0,0,0,0
ENSG00000267972,0,0,0,0,0,0,0,0
ENSG00000267974,0,0,0,0,0,0,0,0
ENSG00000267975,0,0,0,0,0,0,0,0
ENSG00000267976,0,0,0,0,0,0,0,0
ENSG00000267977,0,0,0,0,0,0,0,0
ENSG00000267978,0,0,0,0,0,0,0,0
ENSG00000267979,0,0,0,0,0,0,1,0
ENSG00000267980,4,1,2,1,8,2,0,1
ENSG00000267981,0,1,0,0,0,0,0,1
ENSG00000267983,0,0,0,0,0,0,0,0
ENSG00000267984,0,0,0,0,0,0,0,0
ENSG00000267985,8,5,5,5,2,12,9,7
ENSG00000267986,0,0,3,0,3,2,0,0
ENSG00000267987,0,0,0,0,0,0,0,0
ENSG00000267988,0,0,0,0,0,0,0,0
ENSG00000267989,0,0,0,0,0,0,0,0
ENSG00000267990,0,0,0,0,0,0,0,0
ENSG00000267992,0,0,1,0,0,0,0,0
ENSG00000267993,0,0,0,0,0,0,0,0
ENSG00000267994,0,0,0,0,0,0,0,0
ENSG00000267995,0,0,0,0,0,0,0,0
ENSG00000267996,0,0,0,0,0,0,0,0
